@lat	@lon	addr:postcode	name	amenity
38.5931099	-121.4182266		Century Theatres	cinema
37.4942007	-120.8753315	95380	Regal Turlock	cinema
37.9706584	-122.0587403	94520	Veranda LUXE Cinema & IMAX	cinema
34.2598114	-119.2298437		Regency Buenaventura 6	cinema
33.9209350	-118.1316639		Cinemark Downey 14 and XD	cinema
37.3624865	-118.3956596	93514	Bishop Twin Theater	cinema
32.6964161	-115.5014103	92231	Calexico 10 Theatre	cinema
34.4475212	-119.2461463		Ojai Playhouse	cinema
36.0781218	-119.0364587		Galaxy 9 Theatres	cinema
38.4182118	-121.4042337			cinema
36.8073366	-119.6922783		Sierra Vista Cinema 16	cinema
34.1074573	-117.2949746	92401	Regal San Bernardino Stadium 14 & RPX	cinema
37.9063513	-122.5468581	94941	Sequoia Cinema	cinema
32.6382750	-117.0190394	91910	Regal Rancho Del Rey	cinema
34.1828542	-118.8793433		Regal Cinema Janss Marketplace	cinema
38.2500306	-122.7949402		TRACEN Movie Theater	cinema
40.4354879	-122.2870310		Valley 11 Cinemas	cinema
41.3099978	-122.3151318	96067	Mount Shasta Cinema	cinema
32.7381270	-117.1527981		Kid's Theater	cinema
40.8700292	-124.0867669			cinema
40.8698650	-124.0850241		Arcata Theater Lounge	cinema
37.3320763	-119.6556040		Met Cinema	cinema
33.8139465	-117.5097010	92883	Starlight  Dos Lagos 15	cinema
34.9137201	-116.9834286		Skyline Drive-In	cinema
40.7954025	-124.1745333	95501	Broadway Cinema	cinema
38.4039215	-122.8228010	95472	Rialto Cinemas Sebastopol	cinema
34.1341112	-117.4003153		Cinemark	cinema
38.4653201	-121.4942321	95832	Regal Delta Shores 17	cinema
37.5992677	-122.0676303	94587	Century 25	cinema
40.8329555	-115.7600406	89801	Crystal 5	cinema
32.7390630	-117.2154047	92106	The Lot	cinema
32.7675873	-117.1483079	92108	AMC Mission Valley 20	cinema
36.2044365	-115.1957321		West Wind Las Vegas Drive-In Theater	cinema
38.5818165	-121.5011866		Century DOCO and XD	cinema
33.9873981	-118.4410247		AMC Dine-in Marina 6	cinema
34.4690333	-114.3413118	86403	Movies Havasu 10	cinema
32.8209813	-115.5710442		Movies 10	cinema
34.4762832	-117.3391035	92395	Cinemark Movies 10	cinema
35.2410227	-114.0398768		Cinemark Movies 4	cinema
34.6568568	-120.4605574		The Movies 4	cinema
34.0350979	-117.6845417	91710	Cinemark Movies 8	cinema
36.3249077	-119.6695555		Cinemark Movies 8	cinema
38.6346542	-121.5028596	95834	Regal Natomas Marketplace Stadium 16	cinema
33.5995583	-117.8725425	92625	New Port Theatre	cinema
33.9761136	-117.4592571		Jurupa 14 Cinemas	cinema
36.0608261	-115.0421733		Regal Sunset Station & IMAX	cinema
39.4909428	-121.5746216	95965	Feather River Cinema	cinema
33.7243790	-116.3944000		Palm Desert 10	cinema
34.1199677	-116.4337703	92284	Cineplex	cinema
35.7080101	-118.4534444	93285	Reel Cinema	cinema
40.4184046	-120.6595645	96130	Sierra Theater	cinema
38.5050018	-122.4692969	94574	Cameo Cinema	cinema
39.4121607	-123.3539019	95490	Noyo Theater	cinema
32.6535767	-117.0654192		AMC Plaza Bonita 14	cinema
34.1580826	-118.8228529		Cinépolis Luxury Cinemas	cinema
33.9251716	-116.8773855		Fox Cineplex Theatres	cinema
39.1837557	-119.7665483		Carson Stadium Cinemas	cinema
38.9092782	-123.6927681	95468	Arena Theater	cinema
34.0128278	-117.7387360		Harkins Theatres	cinema
36.3029730	-119.7830996		Lemoore Stadium Cinemas	cinema
37.9457972	-121.7407933	94513	AMC Brentwood 14	cinema
38.6800807	-121.3356549	95841	Century 16 Greenback Lane and XD	cinema
35.0146884	-114.6410747		Brenden Avi	cinema
36.1691585	-115.2922928	89145	Century 16 Suncoast	cinema
39.1293351	-121.6357464	95993	Cinemark Yuba City 12	cinema
36.1618194	-115.1488937	89101	Eclipse Theaters	cinema
40.8351998	-115.7945271	89801	Elko Cinema 6	cinema
39.4771447	-118.7702336	89406	Fox Peak Cinema	cinema
36.2010832	-115.1262938	89030	Maya Cinemas North Las Vegas	cinema
35.7500005	-119.2522984	93215	Maya Cinemas Delano 12	cinema
34.0863850	-117.6710923	91762	Regal Edwards Ontario Mountain Village	cinema
36.2485473	-115.2452935		Century 16 Santa Fe Station and XD	cinema
33.7997460	-116.3926783	92270	Ranch Mirage and IMAX	cinema
34.2164926	-119.0039284	93012	Roxy 11	cinema
36.3297126	-119.2886531	93279	Regal Visalia	cinema
38.1357943	-121.2742665	95240	Lodi Stadium 12	cinema
34.6143355	-120.1884745	93427	Parks Plaza Cinema	cinema
39.0153696	-122.9089320	95453	Lakeport Cinema 5	cinema
34.0484028	-118.5251993		Cinépolis Luxury Cinemas	cinema
34.1674366	-114.2673255		Blue Water Cinemas	cinema
38.8053559	-123.0160169	95425	Clover Theater	cinema
34.4184073	-119.6970672	19103	Metropolitan Metro 4 Theatre	cinema
34.0537470	-117.9889831		Vineland Drive-in	cinema
33.7715932	-116.9547285		San Jacinto Metro 12	cinema
36.0246513	-114.9671180		Cinemark Cinedome 12	cinema
37.6958986	-120.9959205		Regal Modesto Stadium 10	cinema
38.8007369	-121.2094233		Studio Movie Grill Rocklin	cinema
41.7554686	-124.1923447		Crescent City Cinemas	cinema
33.7086132	-116.2365019		Regal Indio Metro	cinema
38.7318026	-120.8350162		Regal Placerville Stadium 8	cinema
33.8970336	-118.0055335		AMC La Mirada 7	cinema
34.3465021	-119.0815477		Santa Paula 7	cinema
38.0691906	-120.5403909		Angels 5 Theatre	cinema
36.5389257	-119.3893587	93618	Platinum Theatres Dinuba	cinema
36.5728103	-119.6247459		Selma 6 Cinemas	cinema
34.1379058	-117.2428470	92404	Regency Sterling 6	cinema
33.7564785	-118.3117598	90732	Terrace Cinemas	cinema
33.6500933	-117.8385729		Regal Edwards University Town Center	cinema
36.2388164	-119.7659175		Coyote Entertainment Center - Palace Cinemas	cinema
32.6885104	-117.1788686		Village Theater	cinema
35.1414854	-119.4597232		Fox Theatre	cinema
36.1345109	-115.0840871	89121	Regal Boulder Station 11	cinema
32.5777499	-117.0868191	92154	South Bay Drive-In Theatre & Swap Meet	cinema
38.3424129	-120.7654148		Regal Cinemas Jackson Cinema 4	cinema
36.1547335	-115.3349450	89135	Regal Red Rock 4DX & IMAX	cinema
36.3005062	-119.3163819	93277	Regal Cinemas	cinema
32.7672925	-117.1665287		AMC Fashion Valley 18	cinema
39.4740476	-118.7767135	89406	Fallon Theatre	cinema
38.2605125	-122.0562615	94533	Regal Edwards Fairfield & IMAX	cinema
34.1475373	-118.0003249	91016	SMG Monrovia	cinema
33.8718110	-118.3558112		AMC South Bay Galleria 16	cinema
39.0161685	-122.9080258	95453	Lakeport Auto Movies	cinema
32.7617666	-115.5292867	92243	Cinemark Imperial Valley Mall 14	cinema
37.2515417	-121.8624073	95123	Cinemark Century Oakridge 20 XD and ScreenX	cinema
32.8052827	-116.9674838	92020	Regal Parkway Plaza 18	cinema
34.1431335	-118.2570711	91210	AMC Americana at Brand 18	cinema
36.0682263	-115.1785996		AMC Town Square 18	cinema
34.1354254	-118.0486729	91007	AMC Santa Anita 16	cinema
33.9397132	-117.2722480		Harkins Moreno Valley 16	cinema
34.4743547	-117.3481791	92392	Cinemark 16 Victorville	cinema
36.0104538	-115.1750626		Century South Point 16	cinema
37.8328990	-122.2920557		AMC Bay Street 16	cinema
36.2927085	-115.1780173		Regal Aliante	cinema
37.3236177	-121.8141925	95122	AMC Eastridge 15	cinema
34.0574170	-118.4186017	90067	AMC Century City 15	cinema
37.9320160	-121.6947842	94513	CineLux New Delta Cinema	cinema
40.4193525	-120.6635082	96130	Uptown Cinemas	cinema
33.6771847	-117.8000771		AMC Classic Woodbridge 5	cinema
34.0683390	-117.4387858	92335	Regency Fontana 8	cinema
37.6379847	-122.4178710		Century at Tanforan and XD	cinema
37.5272415	-122.0014216		AMC Newpark 12	cinema
37.6517450	-122.1006648		Century Southland Mall	cinema
40.3102822	-121.2294569		Mt. Lassen Theatre	cinema
32.8482106	-116.9594228	92071	Santee Drive-In	cinema
32.6298069	-117.0851193	91910	AMC Chula Vista 10	cinema
39.2510329	-114.8832594	89315	Central Theatre	cinema
34.1692124	-116.0567634	92277	Smith's Ranch Drive-In	cinema
37.6802784	-121.7747992	94550	Vine Cinema & Alehouse	cinema
36.9759291	-120.0766723	93637	Movies Madera	cinema
34.2197170	-119.0538461	93010	Paseo Camarillo Cinemas	cinema
38.2828772	-122.2799782	94558	Century Napa Valley Movie Theater	cinema
33.7707374	-117.8683520		Showcase Theater	cinema
32.7321570	-117.1471236		Charmaine and Maurice Kaplan Theater	cinema
37.3316426	-121.8901886		The Tech Interactive IMAX	cinema
37.5396189	-122.3011691		Cinépolis Luxury Cinemas San Mateo	cinema
37.7860566	-122.4005380		Phyllis Wattis Theater	cinema
32.7097226	-117.1669530			cinema
33.8908355	-117.8116947	92886	Regal Yorba Linda & IMAX	cinema
36.8301596	-119.9079224	93722	Regal Cinemas	cinema
39.1166597	-121.3894677			cinema
36.1634109	-115.1426282	89101		cinema
37.9370060	-122.5352123		Lark Theater	cinema
33.7437677	-118.1027064		Bay Theater	cinema
37.2808668	-121.8399663	95136	West Wind Capitol 6 Drive-In	cinema
34.0191730	-118.4003857		Cary Grant Theatre	cinema
39.2172327	-121.0628744	95945	Del Oro Theater	cinema
33.6124893	-117.8734731	92660	Regal Cinemas	cinema
33.6127442	-117.8735210	92660	Edwards Big Newport 6	cinema
37.7087832	-122.1329128	94578	BAL Theater	cinema
37.7607287	-121.4589481		Cinemark Movies 14	cinema
34.4255127	-119.8268104			cinema
34.0954687	-118.3284417		Netflix Tudum Theater	cinema
32.5143704	-117.0123595		Cinépolis Paseo Chapultepec	cinema
40.8821295	-121.6701627		Mt. Burney Theatre	cinema
37.3188075	-121.9484466	95128	CineArts @ Santana Row	cinema
40.9682290	-117.7419484	89445	Park Cinemas	cinema
32.8887057	-117.1271020		Bob Hope Theater	cinema
33.9221900	-116.9543387		2nd Street Cinema	cinema
39.7288297	-121.8350865	95928	Pageant Theater	cinema
38.9630070	-119.7810173		Ironwood Stadium Cinema 8	cinema
32.7000000	-117.1895342		Lowry Theater	cinema
34.0715530	-118.3583969		AMC The Grove 14	cinema
33.9000198	-118.1622842		Paramount Drive-in Theaters	cinema
37.9300246	-114.4510404		Gem Theater	cinema
34.0867886	-117.6914632	91763	AMC Dine-in Montclair Place 12	cinema
37.7619998	-122.4347480	94114	Castro Theatre	cinema
34.1381228	-118.3544409		DreamWorks Theatre	cinema
36.2139335	-121.1262388	93930	King City Cinemas	cinema
34.1494403	-118.8192626	91361	Westlake	cinema
39.9369844	-120.9472430		Town Hall Theater	cinema
32.6210226	-115.5079669		Cinépolis Galerías del Valle	cinema
37.7648131	-122.2434326	94501	Alameda Theatre & Cineplex	cinema
33.7400934	-116.4096843	92270	Century Theatres at The River	cinema
34.1129374	-117.7684715	91750	Edwards Theater	cinema
36.6646100	-121.8127655		Century Theaters-Marina	cinema
32.6742453	-117.1581901		Q-zone Movie Theater	cinema
33.8618535	-117.9205239	92832	AMC Dine-In Fullerton 20	cinema
33.8226100	-116.5398858	92262	Festival Theaters	cinema
